"variablename1","gpi","year","corall","obsall","cor001.060","cor011.070","cor021.080","cor031.090","cor041.100","cor051.110","cor061.120","cor071.130","cor081.140","cor091.150","cor101.163","category"
"Immigrants - Good place Age = 30-49","Internal Peace",2018,-0.242436107528339,138,-0.319606511023716,-0.145947827627177,0.00614405001955808,0.0557195247907182,-0.0797532958207614,0.29013194425267,0.0568597221032776,-0.163478698455158,-0.126023517254437,0.0567710675911877,-0.154460628243173,"pp-aro"
"Immigrants - Good place Age = 50+","Internal Peace",2018,-0.205718121839313,132,-0.306818352970775,-0.152623433807622,0.0652517485068914,0.0893491344248394,0.0369105103276515,0.326920596746813,0.0763944544430504,-0.231983688198553,-0.0948423948434971,0.0513988004274692,-0.150474422696172,"pp-aro"
"Immigrants - Good place Aggregate = Aggregate","Internal Peace",2018,-0.226765158184386,138,-0.30695396668225,-0.126167782948855,0.0585173917688825,0.0810273187944289,-0.0532458521936918,0.280906585225723,0.0506832405073111,-0.193290119995706,-0.135154171137277,0.0490222362066876,-0.148043498417243,"pp-aro"
"Immigrants - Good place Education = Less than tertiary education","Internal Peace",2018,-0.208132530094565,137,-0.274212895706717,-0.0802257818215703,0.0936396723551759,0.0942857780240952,-0.00717731912001022,0.33566099189557,0.0785191794929066,-0.192835976488462,-0.205092889898973,-0.0166479103198121,-0.177028910359609,"pp-aro"
"Immigrants - Good place Employment = Not full-time for an employer","Internal Peace",2018,-0.206965917383741,138,-0.307227792238232,-0.113706829427651,0.0928071642604339,0.100730100972367,-0.0398353671679248,0.299961802697502,0.0562098454098045,-0.226254262593379,-0.149600578658145,0.0426455893523633,-0.119317725414788,"pp-aro"
"Immigrants - Good place Gender = Female","Internal Peace",2018,-0.21393388447342,138,-0.321124765682411,-0.145835039389169,0.0426938437682291,0.0757582814720149,-0.016799988803237,0.294698178542236,0.0817878873295022,-0.219889225274112,-0.136893672293605,0.0345664617663139,-0.0740362430218929,"pp-aro"
"Immigrants - Good place Gender = Male","Internal Peace",2018,-0.236620458671263,138,-0.292616190438649,-0.101559418780874,0.0773853756998996,0.0904246749099554,-0.0813782284129691,0.257973083657697,0.0110319692827549,-0.171045016538855,-0.14133391107584,0.0545150945702592,-0.205114321090895,"pp-aro"
"Immigrants - Good place Life Evaluation = Struggling","Internal Peace",2018,-0.153522992568772,138,-0.279481512167823,-0.0746131694947664,0.0912027596063028,0.104331066426819,-0.0319823920762246,0.304972795209952,0.057244471188601,-0.201345330091388,-0.119937687517345,0.0280331715799585,-0.0563636897350241,"pp-aro"
"Immigrants - Good place Life Evaluation = Thriving","Internal Peace",2018,-0.148996281863488,125,-0.28183494192971,-0.0989276366386285,0.0837414260108414,0.128316055852039,0.014514944820943,0.232314156956571,0.0487446539389872,-0.146719704048382,-0.135248236563377,0.0662766076301052,0.0485179550237957,"pp-aro"
"Immigrants - Good place Marital Status = Married","Internal Peace",2018,-0.211331254441434,138,-0.286619166209884,-0.107258579503101,0.058645207843696,0.0587193270258525,-0.0716968098957022,0.26987588237821,0.0717002739276712,-0.187269795573308,-0.123609716074672,0.0236010708489761,-0.161625102790075,"pp-aro"
"Immigrants - Good place Marital Status = Not Married","Internal Peace",2018,-0.251881578807765,138,-0.320495879665713,-0.124776052668583,0.0825650855813571,0.113593392329523,-0.0460052913203256,0.265313078026563,0.00785318444352565,-0.218755735086051,-0.16497409767393,0.0388886171396669,-0.151006325901279,"pp-aro"
"Immigrants - Good place Urban / Rural = Urban","Internal Peace",2018,-0.259655705464927,135,-0.330045271058324,-0.170242267218221,-0.0105626740581219,0.0830125864653062,-0.0199873108366551,0.303853603795935,0.018725890009236,-0.19313378396168,-0.146077185661382,-0.0239759385676316,-0.148233144305222,"pp-aro"
"Immigrants - Not a good place Age = 15-29","Internal Peace",2018,0.285471061805267,131,0.388566363836718,0.2149747292122,0.04894535199634,-0.0356376717679533,-0.0470619591551484,-0.341146395607673,-0.0315986410111765,0.140384589836191,0.129165320000131,0.0116079580487942,0.298175640090677,"pp-aro"
"Immigrants - Not a good place Age = 30-49","Internal Peace",2018,0.262939643661021,138,0.363903967445844,0.208505008488809,0.0741591012753861,-0.00976644567289701,-0.00888764951589171,-0.397103436426698,-0.0747261408864483,0.126341105838217,0.129991430213488,0.0314311957268467,0.243838383682009,"pp-aro"
"Immigrants - Not a good place Age = 50+","Internal Peace",2018,0.203201218672748,132,0.405893518602296,0.232734645774902,0.0364482077780776,-0.0423365248785813,-0.0950270933854988,-0.382962921115472,-0.0866272478509066,0.145821395440589,0.0206849716701204,-0.0391873949314639,0.167910176688922,"pp-aro"
"Immigrants - Not a good place Aggregate = Aggregate","Internal Peace",2018,0.265076078017287,138,0.397368368566917,0.21517518687441,0.0369513251618415,-0.0344839635636523,-0.0388759189221314,-0.380596388227609,-0.0709524062643948,0.141158050857584,0.113218106871109,0.0137409734360654,0.246075428088786,"pp-aro"
"Immigrants - Not a good place Education = Less than tertiary education","Internal Peace",2018,0.265725583567866,137,0.361020904180531,0.169653857706341,0.0183927674440449,-0.0365032451703164,-0.062698756026018,-0.425903286541403,-0.0866452786177005,0.133345106679044,0.21902359200834,0.0856262657973636,0.275584367913388,"pp-aro"
"Immigrants - Not a good place Employment = Not full-time for an employer","Internal Peace",2018,0.259334459396258,138,0.410091686816525,0.211785135564421,0.0346654169539754,-0.0377631068960773,-0.0633829850876122,-0.400699015464526,-0.0619162921666625,0.176176993263952,0.133408203753743,0.017539231758191,0.215400542639278,"pp-aro"
"Immigrants - Not a good place Gender = Female","Internal Peace",2018,0.232111025544339,138,0.398815821571481,0.215624565514696,0.0497076580061526,-0.0444253285702544,-0.087497384414727,-0.396454565390451,-0.11253492017415,0.140677805264233,0.11071545911168,0.0200819751500843,0.189856893500148,"pp-aro"
"Immigrants - Not a good place Gender = Male","Internal Peace",2018,0.287442718994708,138,0.378233179888523,0.201950832522202,0.0331198840998106,-0.0261448068204171,0.0103839189374382,-0.342128813174095,-0.0120447051692938,0.134664462023379,0.112929604990406,-0.00166553247839321,0.281226991642954,"pp-aro"
"Immigrants - Not a good place Life Evaluation = Struggling","Internal Peace",2018,0.199968158497718,138,0.364676882096153,0.165744081922582,-0.00198578750532061,-0.0612730447643688,-0.0518885639544219,-0.392389770115055,-0.0639314653124326,0.156767356004223,0.123107215212426,0.0153663869393947,0.137986119275221,"pp-aro"
"Immigrants - Not a good place Life Evaluation = Thriving","Internal Peace",2018,0.203742292883809,125,0.353087799067072,0.182235192875747,0.0435470007771765,-0.0706859057954975,-0.0925124126185944,-0.338913933750408,-0.0894800511296177,0.131379470262069,0.209637524179194,0.0146830493075062,-0.00377667963005011,"pp-aro"
"Immigrants - Not a good place Marital Status = Married","Internal Peace",2018,0.248220805139924,138,0.360788310526645,0.187971188850857,0.0403432071381958,-0.0188640225511662,-0.0164508922789551,-0.36290544879261,-0.0808056570100354,0.153255536706474,0.130401058223434,0.0475581094658232,0.230777343378212,"pp-aro"
"Immigrants - Not a good place Marital Status = Not Married","Internal Peace",2018,0.293035798730373,138,0.410539596014049,0.217284459298701,0.0332280807763167,-0.0485209250474355,-0.0459364299817657,-0.352907562000536,-0.032250818668932,0.119950919142971,0.109030253668946,-0.00771521511502089,0.261787224996892,"pp-aro"
"Immigrants - Not a good place Urban / Rural = Urban","Internal Peace",2018,0.289627824786221,135,0.42269356754498,0.239094398077287,0.115992980958892,-0.032630282752955,-0.0819737842827684,-0.365405465947656,-0.0459983845939291,0.113275336717353,0.125744884257895,0.0858702273046671,0.217797847976583,"pp-aro"
"Immunization coverage ","Internal Peace",2018,0.509557321706997,161,0.108657763419112,0.186175917401327,0.29352495700672,0.240773133768449,0.118773575865948,0.133883882031417,-0.0978886421953008,-0.177532453994574,0.14513335993695,0.239539959756122,0.489127519986699,"pp-hlh"
"Immunization, BCG (% of one-year-old children) ","Internal Peace",2018,-0.224895650041272,133,0.282300071853652,0.163915606948033,-0.270418717756496,-0.197303568824532,-0.113650376199112,0.0347085219964937,0.111639977676307,0.0817799477882958,-0.338134676735455,-0.27076510295546,-0.497712934950265,"pp-hlh"
"Immunization, DPT (% of children ages 12-23 months) ","Internal Peace",2018,-0.501640673931488,160,-0.198291867037867,-0.233455766163927,-0.32987683741085,-0.252609233235526,-0.105127887467947,-0.0635630093164391,0.056638322680742,0.184861969739986,-0.217444581233884,-0.253552487191885,-0.510110061773877,"pp-hlh"
"Immunization, HepB3 (% of one-year-old children) ","Internal Peace",2018,-0.460091640996848,152,0.0711421393565846,-0.102852890782092,-0.300945646924039,-0.229982588040126,-0.0888650307492055,-0.0548871230461967,0.0625202787063061,0.171696433236908,-0.216875146830409,-0.257007814450112,-0.526537793253473,"pp-hlh"
"Immunization, Hib3 (% of children ages 12-23 months) ","Internal Peace",2018,-0.465322700588975,157,-0.185353093464828,-0.219741507550389,-0.38671317711747,-0.293435504360956,-0.158555382554813,-0.0788287026609717,0.0876365342348685,0.241908295368066,-0.221809765625702,-0.264903090124536,-0.51039984387394,"pp-hlh"
"Immunization, measles (% of children ages 12-23 months) ","Internal Peace",2018,-0.449373758697449,160,-0.270019924040376,-0.307361100086783,-0.318068235728841,-0.243875608504645,-0.129956665750231,-0.0361201831264554,0.0871896019178121,0.148483211944682,-0.25050422699116,-0.190473366104615,-0.403580572470984,"pp-hlh"
"Immunization, Pol3 (% of one-year-old children) ","Internal Peace",2018,-0.512882927692631,160,-0.193846047007581,-0.271830392033867,-0.353900924030916,-0.274979094851849,-0.190481663411682,-0.091988059396187,0.0601753005187935,0.199032738517034,-0.188077511404255,-0.217238058504489,-0.517283803451746,"pp-hlh"
"Import value index (2000 = 100) ","Internal Peace",2018,0.0537063940775501,156,0.387229717352171,0.278469707475919,0.14795275926521,0.0337218784496614,-0.0312027362149603,-0.249029080576044,-0.299178208598724,-0.254187617914606,0.0620205249085199,-0.00752749356347112,0.0453893151491705,"pp-sbe"
"Import volume index (2000 = 100) ","Internal Peace",2018,0.000817172853565146,156,0.33568598273018,0.23577227341247,0.0744797769585172,-0.00719258041488635,-0.0450303626093446,-0.292001764998985,-0.288764047009992,-0.160444443603831,0.0756667426725014,0.000515913501453034,-0.0394419938466594,"pp-sbe"
"Imports Merchandise, Customs, current US$, millions, not seas. adj. ","Internal Peace",2018,0.0863742589790171,90,-0.00457058771473402,-0.0823111859343792,-0.0733595692593172,-0.120363331965035,-0.0242739766046226,0.188339670751524,0.148418794648127,0.361942539034549,0.228020434642464,-0.0362782878343068,-0.0969221292451202,"pp-grn"
"Imports Merchandise, Customs, current US$, millions, seas. adj. ","Internal Peace",2018,0.090084602158171,90,-0.0240638742358078,-0.0759160128863813,-0.00944520435708077,-0.108293726517577,-0.0133203817348401,0.192830618308658,0.13577744095908,0.358700125840483,0.22186975381092,-0.0364078605953553,-0.0969069767285768,"pp-grn"
"Imports of goods and services (% of GDP) ","Internal Peace",2018,-0.197024250159783,142,-0.141109417387669,-0.287762888118869,-0.299329191145006,-0.223693088015609,-0.0903032865326909,0.151823058832096,0.0542540651122259,0.000787728057119436,-0.0870766108297244,-0.240136275558719,-0.131193142028491,"pp-sbe"
"Imports of goods and services (annual % growth) ","Internal Peace",2018,0.221253853905325,135,0.139160135161183,0.106414586101308,-0.0220830392916777,0.00731175522344679,0.0669188745267968,0.0614629478075693,0.0957003372888772,0.17303771830102,-0.0312452306426625,-0.136600260925137,0.161541499645387,"pp-sbe"
"Imports of goods and services (BoP, current US$) ","Internal Peace",2018,-0.187864582252701,133,-0.0951164621496023,-0.228145089742328,-0.1782060979064,-0.163391477571588,-0.0686113060462664,0.136010585388135,0.0889257856935978,0.0579840343881158,-0.0612799379758466,-0.0857389311930846,0.0289121810972166,"pp-sbe"
"Imports of goods and services (constant 2010 US$) ","Internal Peace",2018,-0.261625526785217,132,-0.0867975927232771,-0.221900054521702,-0.184982295661889,-0.175865992997092,-0.247534424586837,-0.250166939481259,0.34083961655463,0.356777528002338,0.159773977049344,0.2265606979113,0.0583178102133073,"pp-sbe"
"Imports of goods and services (constant LCU) ","Internal Peace",2018,-0.0674474351405981,135,0.158854282350544,0.0677211574087966,-0.0209848475142339,-0.130052975462429,-0.299099897569111,-0.258461357187504,-0.0208285504907199,-0.0800458941637604,-0.252243585847565,0.107836772161329,0.152625676769355,"pp-sbe"
"Imports of goods and services (current LCU) ","Internal Peace",2018,-0.0565341047163473,142,0.17308345712143,0.0807061335982546,-0.0169198163253283,-0.121188967011919,-0.295097372428825,-0.249537784231797,0.00863631898870609,-0.0932520214938106,-0.253835924924665,0.00241732175152064,0.347713463554899,"pp-sbe"
"Imports of goods and services (current US$) ","Internal Peace",2018,-0.209093315118315,142,-0.0757019306053706,-0.214573888979431,-0.181694199905396,-0.174483742743312,-0.0933229094716487,0.0968745750356712,0.0846395272099006,0.0483552152932046,-0.0743795681930867,-0.074170590802923,0.0553944602349332,"pp-sbe"
"Imports of goods, services and primary income (BoP, current US$) ","Internal Peace",2018,-0.194317924502888,133,-0.0893624366559043,-0.222547398182665,-0.170270883003819,-0.151261433011192,-0.0785389487939241,0.135945207442007,0.0926903278889583,0.0568391155927915,-0.0631688496089905,-0.0821701777685792,0.0262568871145759,"pp-sbe"
"Improved sanitation facilities ","Internal Peace",2018,-0.387187156839379,161,-0.410826414477964,-0.452927705275053,-0.416670219537008,-0.254586311174835,-0.140797984715821,-0.188204611903567,0.11466886733773,0.043985046209138,-0.183378987783544,0.138287142169898,-0.0853903907050493,"pp-wfg"
"Improved water source ","Internal Peace",2018,-0.432380689048865,161,-0.486022842853495,-0.538308252015678,-0.494801867657882,-0.319138940109884,-0.185061865695294,-0.196805506796486,0.0780731082916073,0.119939286770682,-0.195525093929671,0.160456232536808,-0.180192632589382,"pp-wfg"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_TOTAL","Internal Peace",2018,0.120882499131662,162,0.127061063895438,0.0370810253514816,-0.0596561612274436,-0.0596794525675442,-0.118780001934433,-0.106210836210281,0.144984547622677,0.0934793273992321,-0.0490666906176472,0.00210371532217756,0.210062626521716,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_Y15-24","Internal Peace",2018,0.105090968026175,162,0.452518828222674,0.186781087349669,-0.0629812213486006,-0.134079852385682,-0.224887408730933,-0.195520826194241,0.0353591375296571,0.0270796731145997,-0.0245107688833191,-0.0351537655392172,0.0974979122481754,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_Y25-34","Internal Peace",2018,0.427547581858001,162,0.43173730918264,0.417344443671549,0.350751524005118,0.151539690819241,-0.0251441395879188,-0.0680208210593265,0.1613891539245,0.195149022473376,0.0191593539449571,-0.0136779885536448,0.238517764454042,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_Y35-44","Internal Peace",2018,0.406467408064348,162,0.43341732634566,0.413571540273278,0.284616225915076,0.0662697015309996,-0.0145368480091303,-0.0514534247748308,0.204143678895037,0.211132399225537,-0.00881065592755583,0.0301786561983172,0.222615035956646,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_Y45-54","Internal Peace",2018,0.387071377709777,162,0.521878843890179,0.440575934032199,0.193453454731723,-0.0404231616297792,-0.0534528189953795,-0.0435302327643772,0.252203248339562,0.209375044837785,-0.0269085090079628,-0.0135046451080664,0.179294719172625,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_Y55-64","Internal Peace",2018,0.163245914523185,162,0.373172471660617,0.0687109645874254,-0.13451704737617,-0.0948986420923304,-0.044668614523323,-0.0592559720870184,0.265596340726857,0.141702321909387,-0.126998380025022,-0.037109196444443,0.0970412473206882,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_10YRBANDS_YGE65","Internal Peace",2018,-0.278448494348865,162,-0.25026347463232,-0.418707851900162,-0.471531163384677,-0.264436854619115,-0.12134550057287,-0.0815800556270309,0.2280662264321,0.0613685853895854,-0.18870891801277,0.0106727575796334,0.00621702291166977,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_TOTAL","Internal Peace",2018,0.120882499131662,162,0.127061063895438,0.0370810253514816,-0.0596561612274436,-0.0596794525675442,-0.118780001934433,-0.106210836210281,0.144984547622677,0.0934793273992321,-0.0490666906176472,0.00210371532217756,0.210062626521716,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y15-19","Internal Peace",2018,-0.0720510772273925,162,0.41281117709235,0.0235329802574283,-0.320274167519216,-0.333357457728631,-0.269248878444145,-0.210176464741546,0.0436711509823539,0.0236397710947753,-0.0754187960030806,-0.0288660707692228,-0.00478620494740269,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y20-24","Internal Peace",2018,0.233590527647705,162,0.431936305341121,0.284530290578705,0.116766171506852,0.0149821664842864,-0.141412652561565,-0.167315110227958,0.0135626745851862,0.0338847630508384,0.0379554437364601,-0.0420302795776356,0.172625913707114,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y25-29","Internal Peace",2018,0.421135138737888,162,0.428704129825115,0.425970441628576,0.37710363908402,0.16429030645325,-0.0447564520481249,-0.0764315375257128,0.132977942431735,0.152662766402238,0.0176810933398775,-0.039382065395141,0.238061505052207,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y30-34","Internal Peace",2018,0.418173047851986,162,0.421826643130743,0.393200301835458,0.30622964618649,0.127564893892981,-0.00744460909330537,-0.0592925099083868,0.191671709348771,0.23350798212237,0.0162985723375265,0.0134608045723641,0.226230108127853,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y35-39","Internal Peace",2018,0.399934096327784,162,0.419498318726384,0.404810345895166,0.299335043452436,0.104202329482144,0.00827554034586972,-0.0519701597850926,0.178045262631809,0.191621579743688,-0.0231435103052944,0.0294678652177841,0.226873348907653,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y40-44","Internal Peace",2018,0.406065787004297,162,0.430827930171834,0.407676981544968,0.258897764617555,0.0209633159473799,-0.0395090403705101,-0.0514973292511752,0.230556696492788,0.229754288979216,0.0083796884348921,0.0308646942264796,0.216896293571582,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y45-49","Internal Peace",2018,0.397128220644646,162,0.495956826439438,0.445611039712063,0.242148040809883,0.0104115773338883,-0.0421450370629539,-0.052366485742004,0.225480666685431,0.202567483454353,-0.0257566245558826,0.000245691546285054,0.200699430733003,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y50-54","Internal Peace",2018,0.375234851537273,162,0.544669821349785,0.43344851066621,0.140913257638386,-0.0988050683566649,-0.0685593076931302,-0.034662324391553,0.27564809814163,0.214613649497985,-0.0255145450420521,-0.0298688413575259,0.156170269605964,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y55-59","Internal Peace",2018,0.305156626609373,162,0.490160507443206,0.283355922256074,0.0611611220834519,-0.0496270014290315,-0.036609533124226,-0.050253384238962,0.318239416384415,0.197995481533503,-0.0898357531556293,-0.0520711747338252,0.121229419569705,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_Y60-64","Internal Peace",2018,0.0495154907196067,162,0.246533870217033,-0.0843373364663286,-0.244724958765987,-0.117833733613247,-0.0414275481227216,-0.0632368423055619,0.222205638561121,0.090553539332645,-0.155485245840296,-0.0278159229007719,0.0644954423365535,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_5YRBANDS_YGE65","Internal Peace",2018,-0.278448494348865,162,-0.25026347463232,-0.418707851900162,-0.471531163384677,-0.264436854619115,-0.12134550057287,-0.0815800556270309,0.2280662264321,0.0613685853895854,-0.18870891801277,0.0106727575796334,0.00621702291166977,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_AGGREGATE_TOTAL","Internal Peace",2018,0.120882499131662,162,0.127061063895438,0.0370810253514816,-0.0596561612274436,-0.0596794525675442,-0.118780001934433,-0.106210836210281,0.144984547622677,0.0934793273992321,-0.0490666906176472,0.00210371532217756,0.210062626521716,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_AGGREGATE_Y15-24","Internal Peace",2018,0.105090968026175,162,0.452518828222674,0.186781087349669,-0.0629812213486006,-0.134079852385682,-0.224887408730933,-0.195520826194241,0.0353591375296571,0.0270796731145997,-0.0245107688833191,-0.0351537655392172,0.0974979122481754,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_AGGREGATE_Y25-54","Internal Peace",2018,0.428467887312933,162,0.491643107754776,0.446075456911062,0.305155243836687,0.0845980181727416,-0.0248763260530716,-0.0531736124248499,0.205905741150782,0.209112504964718,0.000365069638653537,0.000684516799171321,0.224571100136483,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_AGGREGATE_Y55-64","Internal Peace",2018,0.163245914523185,162,0.373172471660617,0.0687109645874254,-0.13451704737617,-0.0948986420923304,-0.044668614523323,-0.0592559720870184,0.265596340726857,0.141702321909387,-0.126998380025022,-0.037109196444443,0.0970412473206882,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_AGGREGATE_YGE65","Internal Peace",2018,-0.278448494348865,162,-0.25026347463232,-0.418707851900162,-0.471531163384677,-0.264436854619115,-0.12134550057287,-0.0815800556270309,0.2280662264321,0.0613685853895854,-0.18870891801277,0.0106727575796334,0.00621702291166977,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_YTHADULT_Y15-24","Internal Peace",2018,0.105090968026175,162,0.452518828222674,0.186781087349669,-0.0629812213486006,-0.134079852385682,-0.224887408730933,-0.195520826194241,0.0353591375296571,0.0270796731145997,-0.0245107688833191,-0.0351537655392172,0.0974979122481754,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_YTHADULT_Y15-64","Internal Peace",2018,0.419663256581697,162,0.577850850641792,0.432771727326787,0.263143102435098,0.0953480535115639,-0.0576314450225518,-0.0815005197522558,0.163935063321799,0.145621484211105,0.00147095205645098,-0.0211957745750827,0.230213095695045,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_YTHADULT_YGE15","Internal Peace",2018,0.120882499131662,162,0.127061063895438,0.0370810253514816,-0.0596561612274436,-0.0596794525675442,-0.118780001934433,-0.106210836210281,0.144984547622677,0.0934793273992321,-0.0490666906176472,0.00210371532217756,0.210062626521716,"pp-edr"
"Inactivity rate by sex and age -- ILO modelled estimates, July 2018 (%) age = AGE_YTHADULT_YGE25","Internal Peace",2018,-0.0147504306637317,162,-0.119946491225809,-0.14167773583006,-0.190741174492986,-0.123697607137083,-0.107893281416028,-0.0901731264425206,0.17144150693826,0.111468917735727,-0.093077764214534,0.0335014870636965,0.178588502988563,"pp-edr"
"Incarceration Rate Banded ","Internal Peace",2018,-0.0133056731342127,163,0.325335480879108,0.159267225814757,0.105804796460677,0.0337123614089361,-0.0722738247881913,0.0440717767954141,0.053489130495586,0.0547138971271764,0.0399637338211029,0.0663164187853648,-0.300391780335694,"np"
"Incarceration Rate Raw ","Internal Peace",2018,0.00449603865074694,163,0.315384670263678,0.157076637775328,0.100215644788877,0.0214332222924399,-0.0940300737620982,0.0551502865337606,0.0585853448321336,0.066374316175519,0.0547735285706923,0.0865854431920466,-0.264389475540574,"np"
"Incidence of tuberculosis (per 100 000 population per year) ","Internal Peace",2018,0.300103295043737,160,0.412497610540083,0.45851314973547,0.33564195557012,0.160307793432269,-0.0526505981754821,0.110271910856313,-0.0887132785276829,0.0517785019585918,0.0709355341438485,-0.0368282251493015,-0.0544772861507509,"pp-hlh"
"Incidence of tuberculosis (per 100 000 population) (HIV-positive cases) ","Internal Peace",2018,0.121195151043841,158,0.262798231476754,0.306560141503307,0.216258305282702,0.0786719966184074,-0.00438711687167191,0.219008527418757,0.00422976565222306,0.0852476976223553,0.0874278722961146,-0.158673679750639,-0.188825541123858,"pp-hlh"
"Incidence of tuberculosis (per 100,000 people) ","Internal Peace",2018,0.297122974328057,161,0.412497610540083,0.45851314973547,0.33564195557012,0.160307793432269,-0.0526505981754821,0.110271910856313,-0.119112130307921,0.0315540836525486,0.0625302650751372,-0.032742777030719,-0.0428778793456888,"pp-hlh"
"Independent states ","Internal Peace",2018,-0.0348425187342088,162,NA,NA,NA,NA,NA,NA,-0.275208394214002,-0.155615237902771,-0.0569176166011751,0.0291638681868665,0.0889404352504424,"pp-wfg"
"Index of economic freedom score ","Internal Peace",2018,0.554197986138633,150,0.520213964258112,0.542450759609099,0.526324606163702,0.457275548731752,0.183665613184511,0.215072579265381,0.0288856856480373,-0.115036352333794,0.123724888350933,-0.0656509406055457,0.124915072539398,"pp-sbe"
"Industrial design applications, nonresident, by count ","Internal Peace",2018,-0.121608415738484,93,-0.0869553365749927,-0.0805117746327694,-0.0064795588848518,-0.0805422209024866,-0.049854640246555,0.145892700990607,0.0729442418655062,2.64398376367493e-06,-0.107571841522479,-0.0024660952754861,0.155797984646508,"pp-sbe"
"Industrial design applications, resident, by count ","Internal Peace",2018,0.00449927559786743,94,-0.0202905132159072,-0.185339068185421,-0.188358786886292,-0.259945109347062,0.186648271404225,0.178571782763705,0.0690526390859381,-0.0651042714700781,-0.152889602273601,-0.192881541384344,0.0333116015557604,"pp-sbe"
"Industry (including construction), value added (% of GDP) ","Internal Peace",2018,0.0450670425651971,139,0.166857929767625,0.0496290839078063,0.0395841902077563,-0.133103180129111,-0.0773632886920579,-0.0206421580954206,0.170369837216399,0.140849400225385,-0.147518312080165,-0.217126141443223,-0.0745303053326948,"pp-sbe"
"Industry (including construction), value added (annual % growth) ","Internal Peace",2018,-0.112635386349382,143,0.103784918760343,0.155366250505249,0.0531512237338726,-0.0367203057397979,0.0304766669427318,-0.00943704768593223,-0.0170896819040752,0.0797196712528923,-0.0520643989873897,-0.303266636235381,-0.190275282968067,"pp-sbe"
"Industry (including construction), value added (constant 2010 US$) ","Internal Peace",2018,-0.0537501486432075,140,-0.25499805486856,-0.422398486975595,-0.34884763659474,-0.323582497871356,0.129949397320751,0.11291540388889,0.0629155528330915,0.0047292488145656,-0.102961197042683,-0.110302855949224,0.00619359596032713,"pp-sbe"
"Industry (including construction), value added (constant LCU) ","Internal Peace",2018,-0.0457315918272369,143,0.191775525815247,0.112793476606961,0.0411917082209059,-0.0471291403706835,-0.185037718997234,-0.23223887796102,-0.0140747294495498,-0.0477180589420645,-0.183684434430243,0.120294484599034,0.207871413734047,"pp-sbe"
"Industry (including construction), value added (current LCU) ","Internal Peace",2018,-0.0440104350491141,139,0.193851442414448,0.115001531195936,0.0398849926469739,-0.049623174392763,-0.188358096692144,-0.230636875454222,0.00550769727494318,-0.0683280986771178,-0.215961082998534,0.0773206530433383,0.278210302537277,"pp-sbe"
